Unnamed: 0,question_text,question_tokens,answer
828,who wrote old man look at my life,"['who', 'wrote', 'old', 'man', 'look', 'at', 'my', 'life']", Neil Young
829,when did apollo 11 first land on the moon,"['when', 'did', 'apollo', '11', 'first', 'land', 'on', 'the', 'moon']"," July 20 , 1969 , at 20 : 18 UTC"
830,when did england stop hanging drawing and quartering,"['when', 'did', 'england', 'stop', 'hanging', 'drawing', 'and', 'quartering']", in 1870
831,what's the name of the teapot in beauty and the beast,"['what', ""'s"", 'the', 'name', 'of', 'the', 'teapot', 'in', 'beauty', 'and', 'the', 'beast']", Mrs. Potts
833,who was the first president to get kicked out of office,"['who', 'was', 'the', 'first', 'president', 'to', 'get', 'kicked', 'out', 'of', 'office']", Andrew Johnson
835,who has the most 3-pointers in one game,"['who', 'has', 'the', 'most', '3-pointers', 'in', 'one', 'game']", Stephen Curry
836,what is the main message of the epistle of barnabas,"['what', 'is', 'the', 'main', 'message', 'of', 'the', 'epistle', 'of', 'barnabas']", that the Christians are the only true covenant people
837,who played andy on the cult of chucky,"['who', 'played', 'andy', 'on', 'the', 'cult', 'of', 'chucky']", Alexander Vincent
839,how many seasons of vikings is on netflix,"['how', 'many', 'seasons', 'of', 'vikings', 'is', 'on', 'netflix']", fifth
843,who wrote how sweet it is to be loved by you,"['who', 'wrote', 'how', 'sweet', 'it', 'is', 'to', 'be', 'loved', 'by', 'you']", the Motown songwriting team of Holland -- Dozier -- Holland
846,who is the brand ambassador of reliance jio,"['who', 'is', 'the', 'brand', 'ambassador', 'of', 'reliance', 'jio']", Shah Rukh Khan
848,what are the books called for game of thrones,"['what', 'are', 'the', 'books', 'called', 'for', 'game', 'of', 'thrones']", A Song of Ice and Fire
855,where does the colorado river enter the gulf of mexico,"['where', 'does', 'the', 'colorado', 'river', 'enter', 'the', 'gulf', 'of', 'mexico']", at Matagorda Bay
856,what does a histamine 2 receptor antagonist do,"['what', 'does', 'a', 'histamine', '2', 'receptor', 'antagonist', 'do']", block the action of histamine at the histamine H receptors of the parietal cells in the stomach
857,when did hershey's special dark come out,"['when', 'did', 'hershey', ""'s"", 'special', 'dark', 'come', 'out']", 1939
858,what is the fat mouses name in cinderella,"['what', 'is', 'the', 'fat', 'mouses', 'name', 'in', 'cinderella']", Gus
861,who plays in hall of fame game 2018,"['who', 'plays', 'in', 'hall', 'of', 'fame', 'game', '2018']", Baltimore Ravens
862,where do they put the christmas tree in nyc,"['where', 'do', 'they', 'put', 'the', 'christmas', 'tree', 'in', 'nyc']"," Rockefeller Center , in Midtown Manhattan"
868,what mediterranean landmark is on spains southern border,"['what', 'mediterranean', 'landmark', 'is', 'on', 'spains', 'southern', 'border']", Rock of Gibraltar
869,what component of connective tissue is designed for strength,"['what', 'component', 'of', 'connective', 'tissue', 'is', 'designed', 'for', 'strength']", collagen
872,the story of the granite mountain hotshots movie,"['the', 'story', 'of', 'the', 'granite', 'mountain', 'hotshots', 'movie']", Only the Brave
877,where did the renaissance primarily occur and during what centuries,"['where', 'did', 'the', 'renaissance', 'primarily', 'occur', 'and', 'during', 'what', 'centuries']", European
878,who has the world's most followers on twitter,"['who', 'has', 'the', 'world', ""'s"", 'most', 'followers', 'on', 'twitter']", Katy Perry
879,who does tom hanks play in apollo 13,"['who', 'does', 'tom', 'hanks', 'play', 'in', 'apollo', '13']", Apollo 13 Commander Jim Lovell
880,who sings king of new york in newsies,"['who', 'sings', 'king', 'of', 'new', 'york', 'in', 'newsies']", Race
893,where does saudi arabia get its drinking water from,"['where', 'does', 'saudi', 'arabia', 'get', 'its', 'drinking', 'water', 'from']"," about 50 % of drinking water comes from desalination , 40 % from the mining of non-renewable groundwater and only 10 % from surface water in the mountainous southwest"
895,who is the highest goal scorer in bundesliga last season,"['who', 'is', 'the', 'highest', 'goal', 'scorer', 'in', 'bundesliga', 'last', 'season']", Pierre - Emerick Aubameyang
896,when did the last underworld movie come out,"['when', 'did', 'the', 'last', 'underworld', 'movie', 'come', 'out']"," January 6 , 2017"
897,how many episodes are in super girl season 2,"['how', 'many', 'episodes', 'are', 'in', 'super', 'girl', 'season', '2']", 22
898,when did the fist star wars movie come out,"['when', 'did', 'the', 'fist', 'star', 'wars', 'movie', 'come', 'out']", Released in May 1977
902,where is the netflix show the ranch set,"['where', 'is', 'the', 'netflix', 'show', 'the', 'ranch', 'set']"," fictional Iron River Ranch , Colorado"
904,who sang kookie kookie lend me your comb,"['who', 'sang', 'kookie', 'kookie', 'lend', 'me', 'your', 'comb']", Edd Byrnes
905,who is prince charming in once upon a time,"['who', 'is', 'prince', 'charming', 'in', 'once', 'upon', 'a', 'time']", David Nolan
906,who plays the boy in the polar express,"['who', 'plays', 'the', 'boy', 'in', 'the', 'polar', 'express']", Tom Hanks
908,when did my little pony friendship is magic start,"['when', 'did', 'my', 'little', 'pony', 'friendship', 'is', 'magic', 'start']"," October 10 , 2010"
912,who played spencers mom in pretty little liars,"['who', 'played', 'spencers', 'mom', 'in', 'pretty', 'little', 'liars']", Lesley Fera
919,what is the dot on top of an i called,"['what', 'is', 'the', 'dot', 'on', 'top', 'of', 'an', 'i', 'called']", A tittle or superscript dot
920,when did the dollar became the world currency,"['when', 'did', 'the', 'dollar', 'became', 'the', 'world', 'currency']", By the end of the 20th century
921,what album is the day that never comes on,"['what', 'album', 'is', 'the', 'day', 'that', 'never', 'comes', 'on']", Death Magnetic
924,who played barry frost mom on rizzoli and isles,"['who', 'played', 'barry', 'frost', 'mom', 'on', 'rizzoli', 'and', 'isles']", Lee Thompson Young
928,which factor most directly resulted in great britain entering world war i,"['which', 'factor', 'most', 'directly', 'resulted', 'in', 'great', 'britain', 'entering', 'world', 'war', 'i']", German invasion of Belgium
931,when does the new episode of flash come out,"['when', 'does', 'the', 'new', 'episode', 'of', 'flash', 'come', 'out']"," October 10 , 2017"
934,when is the new tappan zee bridge going to be done,"['when', 'is', 'the', 'new', 'tappan', 'zee', 'bridge', 'going', 'to', 'be', 'done']"," June 15 , 2018"
937,where is south africa located in the world,"['where', 'is', 'south', 'africa', 'located', 'in', 'the', 'world']", the southernmost country in Africa
940,what is the queen mother's full name,"['what', 'is', 'the', 'queen', 'mother', ""'s"", 'full', 'name']", Elizabeth Angela Marguerite Bowes - Lyon
941,what is the first step in the nitrogen cycle when gaseous nitrogen is converted into ammonia,"['what', 'is', 'the', 'first', 'step', 'in', 'the', 'nitrogen', 'cycle', 'when', 'gaseous', 'nitrogen', 'is', 'converted', 'into', 'ammonia']", nitrogen fixation
942,when is the next episode of gotham airing,"['when', 'is', 'the', 'next', 'episode', 'of', 'gotham', 'airing']"," April 12 , 2018"
945,when does the star wars rebels finale air,"['when', 'does', 'the', 'star', 'wars', 'rebels', 'finale', 'air']"," March 5 , 2018"
946,where do parties get their campaign funds from,"['where', 'do', 'parties', 'get', 'their', 'campaign', 'funds', 'from']", party members and individual supporters ( via membership fees / dues / subscriptions and / or small donations )
947,kinesics the study of body motion or body behavior,"['kinesics', 'the', 'study', 'of', 'body', 'motion', 'or', 'body', 'behavior']", the interpretation of body motion communication
950,who plays the girl in the fifth wave,"['who', 'plays', 'the', 'girl', 'in', 'the', 'fifth', 'wave']", Chloë Grace Moretz
951,who was the first young leader to occupy the chair of the president of junior chamber international,"['who', 'was', 'the', 'first', 'young', 'leader', 'to', 'occupy', 'the', 'chair', 'of', 'the', 'president', 'of', 'junior', 'chamber', 'international']", Raul Garcia Vidal
953,where is atlantic city located in new jersey,"['where', 'is', 'atlantic', 'city', 'located', 'in', 'new', 'jersey']", Atlantic County
955,when does the flash season four come out,"['when', 'does', 'the', 'flash', 'season', 'four', 'come', 'out']"," October 10 , 2017"
967,miss world 2017 belongs to which state of india,"['miss', 'world', '2017', 'belongs', 'to', 'which', 'state', 'of', 'india']", Haryana
968,the tiger jaguar and lion are all members of the,"['the', 'tiger', 'jaguar', 'and', 'lion', 'are', 'all', 'members', 'of', 'the']", the Panthera genus
973,the threshold on a dose-response curve is the,"['the', 'threshold', 'on', 'a', 'dose-response', 'curve', 'is', 'the']", first point along the graph where a response above zero ( or above the control response ) is reached
975,who is the duke speaking to in the poem my last duchess,"['who', 'is', 'the', 'duke', 'speaking', 'to', 'in', 'the', 'poem', 'my', 'last', 'duchess']", Nikolaus Madruz
977,who sang don't you stop the music,"['who', 'sang', 'do', 'n', ""'t"", 'you', 'stop', 'the', 'music']", Yarbrough and Peoples
978,back to the future power of love song,"['back', 'to', 'the', 'future', 'power', 'of', 'love', 'song']", `` The Power of Love '' is a 1985 single by Huey Lewis and the News
979,when does the updated ap poll come out,"['when', 'does', 'the', 'updated', 'ap', 'poll', 'come', 'out']", Sundays at 2pm Eastern time
986,who was charged in the my lai massacre,"['who', 'was', 'charged', 'in', 'the', 'my', 'lai', 'massacre']", William Laws Calley Jr.
987,who is the spider in lord of the rings,"['who', 'is', 'the', 'spider', 'in', 'lord', 'of', 'the', 'rings']", Shelob
990,where is the majority of sweet corn grown,"['where', 'is', 'the', 'majority', 'of', 'sweet', 'corn', 'grown']", Iowa
997,he purpose of making a clinical study double-blind is to,"['he', 'purpose', 'of', 'making', 'a', 'clinical', 'study', 'double-blind', 'is', 'to']", prevent researchers from treating the two groups differently
999,how many platform in hazrat nizamuddin railway station,"['how', 'many', 'platform', 'in', 'hazrat', 'nizamuddin', 'railway', 'station']", 7
1002,who won rookie of the year in nascar 2017,"['who', 'won', 'rookie', 'of', 'the', 'year', 'in', 'nascar', '2017']", Erik Jones
1007,when was the last time mount saint helens erupted,"['when', 'was', 'the', 'last', 'time', 'mount', 'saint', 'helens', 'erupted']", 2004
1010,when will the new thor movie come out,"['when', 'will', 'the', 'new', 'thor', 'movie', 'come', 'out']"," November 3 , 2017"
1012,who sings the oldie song i do love you,"['who', 'sings', 'the', 'oldie', 'song', 'i', 'do', 'love', 'you']", Billy Stewart
1013,where does the new star trek discovery fit in the timeline,"['where', 'does', 'the', 'new', 'star', 'trek', 'discovery', 'fit', 'in', 'the', 'timeline']", roughly a decade before the events of the original Star Trek series
1014,who is leading major league baseball in home runs,"['who', 'is', 'leading', 'major', 'league', 'baseball', 'in', 'home', 'runs']", Barry Bonds
1015,who wrote a song for you leon russell or donny hathaway,"['who', 'wrote', 'a', 'song', 'for', 'you', 'leon', 'russell', 'or', 'donny', 'hathaway']", Leon Russell
1016,who was the ground-breaking cinematographer on citizen kane,"['who', 'was', 'the', 'ground-breaking', 'cinematographer', 'on', 'citizen', 'kane']", Orson Welles
1026,who played peezy b on sam and cat,"['who', 'played', 'peezy', 'b', 'on', 'sam', 'and', 'cat']", Kel Mitchell
1029,known as bada darwaza western entrance to which fort in delhi,"['known', 'as', 'bada', 'darwaza', 'western', 'entrance', 'to', 'which', 'fort', 'in', 'delhi']", Shahjahanabad
1030,who died in real life sons of anarchy,"['who', 'died', 'in', 'real', 'life', 'sons', 'of', 'anarchy']", Johnny K. Lewis
1034,secret life of the american teenager ricky's brother,"['secret', 'life', 'of', 'the', 'american', 'teenager', 'ricky', ""'s"", 'brother']", Michael Grant
1044,the core of the processor is composed of the alu and,"['the', 'core', 'of', 'the', 'processor', 'is', 'composed', 'of', 'the', 'alu', 'and']", processor registers
1048,where does the mississippi river start and stop,"['where', 'does', 'the', 'mississippi', 'river', 'start', 'and', 'stop']"," The Mississippi River is the chief river of the second - largest drainage system on the North American continent , second only to the Hudson Bay drainage system . Flowing entirely in the United States ( although its drainage basin reaches into Canada ) , it rises in northern Minnesota and meanders slowly southwards for 2,320 miles ( 3,730 km ) to the Mississippi River Delta at the Gulf of Mexico ."
1052,what type of song did schubert specialize in,"['what', 'type', 'of', 'song', 'did', 'schubert', 'specialize', 'in']", Lieder
1053,when did political science become an academic discipline,"['when', 'did', 'political', 'science', 'become', 'an', 'academic', 'discipline']", started to take shape in the latter half of the 19th century
1057,when is avengers infinity war trailer 2 releasing,"['when', 'is', 'avengers', 'infinity', 'war', 'trailer', '2', 'releasing']"," March 16 , 2018"
1062,who dies in season 4 of grace and frankie,"['who', 'dies', 'in', 'season', '4', 'of', 'grace', 'and', 'frankie']", a friend
1063,what were the results of the fourth crusade,"['what', 'were', 'the', 'results', 'of', 'the', 'fourth', 'crusade']", Zara and Constantinople sacked
1065,who won the most ncaa football national championships,"['who', 'won', 'the', 'most', 'ncaa', 'football', 'national', 'championships']", Princeton
1067,who is the speaker of punjab vidhan sabha,"['who', 'is', 'the', 'speaker', 'of', 'punjab', 'vidhan', 'sabha']", Rana K.P. Singh
